Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1697715906,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1697715907,10,,Aggregated,0.000000,0.000000,15,16,16,16,17,17,17,17,17,17,17,10,1,15,14.767039299476892,9.840862010605633,16.82502601761371,3470.4
1697715908,20,,Aggregated,0.000000,0.000000,14,14,15,15,16,16,17,17,17,17,17,22,3,14,12.52118700490841,2.2321920259855688,16.82502601761371,3369.4545454545455
1697715909,30,,Aggregated,10.000000,1.000000,14,16,17,22,29,33,33,33,33,33,33,38,8,14,14.942435238289795,2.2321920259855688,33.407972019631416,3163.5789473684213
1697715910,40,,Aggregated,10.000000,1.500000,14,15,17,18,27,32,33,33,33,33,33,60,10,14,13.166531414996522,2.147002029232681,33.407972019631416,3285.3333333333335
1697715911,50,,Aggregated,11.000000,2.333333,13,14,15,17,20,29,33,33,33,33,33,82,12,13,11.580755525245898,2.145238046068698,33.407972019631416,3341.756097560976
1697715912,60,,Aggregated,12.250000,2.500000,10,14,14,15,18,27,32,33,33,33,33,110,18,9,10.177246146221561,1.754636992700398,33.407972019631416,3293.7454545454543
1697715913,70,,Aggregated,14.000000,2.200000,7,13,14,14,17,22,32,33,33,33,33,141,25,7,8.99757180240745,1.5846850001253188,33.407972019631416,3255.801418439716
1697715914,80,,Aggregated,15.500000,2.666667,5,12,14,14,17,20,29,33,33,33,33,172,33,5,8.622444297733912,1.5846850001253188,33.407972019631416,3215.3953488372094
1697715915,90,,Aggregated,17.285714,2.857143,5,12,14,14,16,18,29,32,33,33,33,202,39,4,8.426225946762019,1.5846850001253188,33.407972019631416,3212.039603960396
1697715916,100,,Aggregated,19.000000,3.250000,4,11,13,14,16,18,29,32,33,33,33,241,46,4,7.895327050236916,1.5374859794974327,33.407972019631416,3218.141078838174
1697715917,100,,Aggregated,20.333333,3.666667,4,9,13,14,16,18,27,32,33,33,33,278,58,4,7.310277072163366,1.5374859794974327,33.407972019631416,3168.834532374101
1697715918,100,,Aggregated,21.300000,4.000000,3,6,12,13,15,17,22,29,33,33,33,310,66,3,6.868186655018719,1.5374859794974327,33.407972019631416,3156.9806451612903
1697715919,100,,Aggregated,23.200000,4.500000,3,5,10,13,15,17,22,29,33,33,33,348,68,3,6.413884675859516,1.3407120131887496,33.407972019631416,3205.5632183908046
