Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1697888558,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1697888559,1,,Aggregated,0.000000,0.000000,70,70,70,70,70,70,70,70,70,70,70,2,0,30,49.95382949709892,29.764738996163942,70.1429199980339,566.5
1697888560,2,,Aggregated,0.000000,0.000000,32,32,70,70,70,70,70,70,70,70,70,4,0,30,38.04999074782245,20.626794997951947,70.1429199980339,566.5
1697888561,3,,Aggregated,2.000000,0.000000,32,33,33,33,70,70,70,70,70,70,70,8,0,30,32.780854124212055,20.626794997951947,70.1429199980339,566.5
1697888562,3,,Aggregated,2.000000,0.000000,28,30,33,33,33,70,70,70,70,70,70,12,0,27,30.02733049955471,20.626794997951947,70.1429199980339,566.6666666666666
1697888563,3,,Aggregated,2.000000,0.000000,27,30,32,33,33,70,70,70,70,70,70,14,0,24,29.102849642575684,20.626794997951947,70.1429199980339,566.7142857142857
1697888564,3,,Aggregated,2.000000,0.000000,25,28,32,32,33,70,70,70,70,70,70,18,0,24,27.93595772204248,17.080181001801975,70.1429199980339,566.7777777777778
1697888565,3,,Aggregated,2.400000,0.000000,24,27,30,32,33,33,70,70,70,70,70,22,0,24,26.757371499777285,17.080181001801975,70.1429199980339,566.8181818181819
1697888566,3,,Aggregated,2.333333,0.000000,24,26,30,32,33,33,70,70,70,70,70,24,0,24,26.597575082935993,17.080181001801975,70.1429199980339,566.8333333333334
1697888567,3,,Aggregated,2.571429,0.000000,24,25,27,30,33,33,70,70,70,70,70,30,0,24,25.890048565876594,17.080181001801975,70.1429199980339,566.8666666666667
1697888568,3,,Aggregated,2.875000,0.000000,25,27,30,32,37,48,70,70,70,70,70,34,0,25,27.33456182271338,17.080181001801975,70.1429199980339,566.8823529411765
1697888569,3,,Aggregated,2.888889,0.000000,25,26,30,32,37,48,70,70,70,70,70,36,0,24,26.960084499175235,17.080181001801975,70.1429199980339,566.8888888888889
1697888570,3,,Aggregated,3.000000,0.000000,24,25,28,32,37,48,70,70,70,70,70,40,0,24,26.307580324282753,16.778880002675578,70.1429199980339,566.9
1697888571,3,,Aggregated,3.200000,0.000000,24,25,28,30,33,43,70,70,70,70,70,44,0,24,25.876563067537393,16.778880002675578,70.1429199980339,566.9090909090909
1697888572,3,,Aggregated,3.300000,0.000000,24,25,28,30,33,43,70,70,70,70,70,48,0,24,25.69160185354728,16.778880002675578,70.1429199980339,566.9166666666666
1697888573,3,,Aggregated,3.400000,0.000000,24,25,28,30,33,43,70,70,70,70,70,50,0,24,25.47723833937198,16.778880002675578,70.1429199980339,566.92
1697888574,3,,Aggregated,3.600000,0.000000,24,25,27,29,33,43,48,70,70,70,70,54,0,23,25.085619517927558,16.778880002675578,70.1429199980339,566.925925925926
1697888575,3,,Aggregated,3.600000,0.000000,23,25,27,28,33,43,48,70,70,70,70,58,0,23,24.800012585509304,16.778880002675578,70.1429199980339,566.9310344827586
1697888576,3,,Aggregated,3.600000,0.000000,23,25,27,28,33,43,48,70,70,70,70,60,0,23,24.70184373257022,16.778880002675578,70.1429199980339,566.9333333333333
1697888577,3,,Aggregated,3.600000,0.000000,23,25,26,28,32,37,48,70,70,70,70,64,0,23,24.452077218029444,16.548189996683504,70.1429199980339,566.9375
1697888578,3,,Aggregated,3.500000,0.000000,23,25,25,27,32,37,48,70,70,70,70,66,0,23,24.399656211409653,16.548189996683504,70.1429199980339,566.939393939394
1697888579,3,,Aggregated,3.600000,0.000000,24,25,26,27,32,37,48,70,70,70,70,72,0,23,24.31248170756185,15.735080996819306,70.1429199980339,566.9444444444445
1697888580,3,,Aggregated,3.400000,0.000000,24,25,26,28,32,37,48,70,70,70,70,74,0,23,24.296914904659168,15.735080996819306,70.1429199980339,566.9459459459459
1697888581,3,,Aggregated,3.200000,0.000000,23,25,25,27,32,37,48,70,70,70,70,78,0,23,24.09927855058833,15.735080996819306,70.1429199980339,566.9487179487179
1697888582,3,,Aggregated,3.500000,0.000000,23,25,26,27,32,37,48,70,70,70,70,80,0,23,24.028005661784846,15.735080996819306,70.1429199980339,566.95
1697888583,3,,Aggregated,3.400000,0.000000,23,24,25,27,30,33,48,70,70,70,70,84,0,23,23.850740320735245,15.735080996819306,70.1429199980339,566.952380952381
1697888584,3,,Aggregated,3.400000,0.000000,23,24,25,27,30,33,48,70,70,70,70,86,0,23,23.825842162105527,15.735080996819306,70.1429199980339,566.953488372093
1697888585,3,,Aggregated,3.200000,0.000000,23,24,25,27,30,33,48,70,70,70,70,90,0,23,23.668106888281827,15.735080996819306,70.1429199980339,566.9555555555555
1697888586,3,,Aggregated,3.200000,0.000000,23,24,25,27,30,33,48,70,70,70,70,90,0,23,23.668106888281827,15.735080996819306,70.1429199980339,566.9555555555555
1697888587,3,,Aggregated,3.300000,0.000000,23,24,25,26,30,33,48,70,70,70,70,96,0,23,23.423034811912657,15.735080996819306,70.1429199980339,566.9583333333334
1697888588,3,,Aggregated,3.200000,0.000000,23,24,25,26,30,33,48,70,70,70,70,98,0,23,23.32724736675582,15.735080996819306,70.1429199980339,566.9591836734694
