Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/rest/basket/22/checkout,7,0,550.0,645.8619794305248,293.23508800007403,1297.6124309934676,45.0,0.06230926267612596,0.0,550,590,760,760,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/23/checkout,4,0,360.0,622.4251277490112,333.02129901130684,1265.3697289933916,45.0,0.035605292957786264,0.0,530,530,1300,1300,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/24/checkout,8,0,530.0,466.35298362343747,220.39718400628772,616.0236870055087,45.0,0.07121058591557253,0.0,540,560,610,610,620,620,620,620,620,620,620
POST,/rest/basket/25/checkout,7,0,730.0,642.1940312845566,274.79150000726804,784.2358799971407,45.0,0.06230926267612596,0.0,730,740,740,740,780,780,780,780,780,780,780
POST,/rest/basket/26/checkout,6,0,680.0,774.9554456677288,543.5286090068985,1110.7872870052233,45.0,0.053407939436679396,0.0,720,720,1000,1000,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/27/checkout,4,0,570.0,742.0115450004232,422.8893489926122,1397.8849499981152,45.0,0.035605292957786264,0.0,580,580,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/rest/basket/28/checkout,3,0,570.0,577.8000820040082,548.3135350077646,615.8875200053444,45.0,0.026703969718339698,0.0,570,570,620,620,620,620,620,620,620,620,620
POST,/rest/basket/29/checkout,7,0,570.0,572.0103448547889,329.5433699968271,909.6613400033675,45.0,0.06230926267612596,0.0,570,570,770,770,910,910,910,910,910,910,910
POST,/rest/basket/30/checkout,6,0,510.0,466.5147770016726,135.52255599643104,611.9295539974701,45.0,0.053407939436679396,0.0,580,580,600,600,610,610,610,610,610,610,610
POST,/rest/basket/31/checkout,4,0,390.0,522.0884427471901,220.60243900341447,838.1206549966009,45.0,0.035605292957786264,0.0,640,640,840,840,840,840,840,840,840,840,840
POST,/rest/basket/32/checkout,8,0,530.0,600.9645746271417,203.97158501145896,1111.3806820067111,45.0,0.07121058591557253,0.0,730,770,820,820,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/33/checkout,4,0,200.0,487.72760225256206,149.14649199636187,1067.3717140016379,45.0,0.035605292957786264,0.0,530,530,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/34/checkout,3,0,450.0,558.6039206682472,338.1982379942201,885.2631950139767,45.0,0.026703969718339698,0.0,450,450,890,890,890,890,890,890,890,890,890
POST,/rest/basket/35/checkout,7,0,580.0,617.5718927157244,240.77652700361796,1045.2636590052862,45.0,0.06230926267612596,0.0,580,800,900,900,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/36/checkout,6,0,590.0,557.7646133315284,125.81242200394627,885.4503799957456,45.0,0.053407939436679396,0.0,640,640,700,700,890,890,890,890,890,890,890
POST,/rest/basket/37/checkout,5,0,460.0,558.1228482013103,349.31279699958395,1054.897535010241,45.0,0.044506616197232826,0.0,460,560,560,1100,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/38/checkout,6,0,580.0,601.8949091667309,304.75953400309663,822.4537539936136,45.0,0.053407939436679396,0.0,640,640,720,720,820,820,820,820,820,820,820
POST,/rest/basket/39/checkout,5,0,640.0,577.2669444006169,111.2333060009405,880.837390999659,45.0,0.044506616197232826,0.0,640,690,690,880,880,880,880,880,880,880,880
POST,/rest/basket/40/checkout,3,0,720.0,662.339607331281,520.5888499913272,748.2987190014683,45.0,0.026703969718339698,0.0,720,720,750,750,750,750,750,750,750,750,750
POST,/rest/basket/41/checkout,5,0,380.0,451.0159242025111,327.8421430004528,624.2430940037593,45.0,0.044506616197232826,0.0,380,550,550,620,620,620,620,620,620,620,620
POST,/rest/basket/42/checkout,6,0,400.0,441.179773833331,244.90337999304757,598.4689190081554,45.0,0.053407939436679396,0.0,500,500,510,510,600,600,600,600,600,600,600
POST,/rest/basket/43/checkout,7,0,590.0,610.5712159956705,439.4690159970196,849.1463819955243,45.0,0.06230926267612596,0.0,590,610,830,830,850,850,850,850,850,850,850
POST,/rest/basket/44/checkout,5,0,510.0,591.6902099997969,370.43511199590284,949.2884420033079,45.0,0.044506616197232826,0.0,510,700,700,950,950,950,950,950,950,950,950
POST,/rest/basket/45/checkout,8,0,470.0,491.24939349894703,155.46406900102738,747.9213079932379,45.0,0.07121058591557253,0.0,500,600,610,610,750,750,750,750,750,750,750
POST,/rest/basket/46/checkout,6,0,390.0,453.77437800198095,115.37842900725082,736.0828960081562,45.0,0.053407939436679396,0.0,480,480,640,640,740,740,740,740,740,740,740
POST,/rest/basket/47/checkout,5,0,600.0,480.11880859849043,150.0990110071143,810.8968309970805,45.0,0.044506616197232826,0.0,600,610,610,810,810,810,810,810,810,810,810
POST,/rest/basket/48/checkout,4,0,690.0,600.9216237544024,271.3497520016972,749.7342660062714,45.0,0.035605292957786264,0.0,700,700,750,750,750,750,750,750,750,750,750
POST,/rest/basket/49/checkout,3,0,580.0,500.26523967001896,194.99399801134132,728.5005779995117,45.0,0.026703969718339698,0.0,580,580,730,730,730,730,730,730,730,730,730
POST,/rest/basket/50/checkout,4,0,410.0,546.0274427532568,350.61890400538687,930.130940003437,45.0,0.035605292957786264,0.0,500,500,930,930,930,930,930,930,930,930,930
POST,/rest/basket/51/checkout,9,0,410.0,467.7943274469322,215.4362669971306,868.141042010393,45.0,0.08011190915501909,0.0,410,490,550,680,870,870,870,870,870,870,870
POST,/rest/basket/52/checkout,7,0,360.0,352.05820157300747,115.12105799920391,548.9032640034566,45.0,0.06230926267612596,0.0,360,430,510,510,550,550,550,550,550,550,550
POST,/rest/basket/53/checkout,6,0,470.0,504.1443435038673,301.2243650009623,721.2999720068183,45.0,0.053407939436679396,0.0,470,470,610,610,720,720,720,720,720,720,720
POST,/rest/basket/54/checkout,6,0,510.0,493.03856633438653,204.5194700040156,677.0336039917311,45.0,0.053407939436679396,0.0,520,520,580,580,680,680,680,680,680,680,680
POST,/rest/basket/55/checkout,5,0,370.0,367.93232419877313,130.78217599831987,600.3195210068952,45.0,0.044506616197232826,0.0,370,470,470,600,600,600,600,600,600,600,600
POST,/rest/basket/56/checkout,5,0,180.0,341.4932892017532,127.2708420001436,650.8816599962302,45.0,0.044506616197232826,0.0,180,620,620,650,650,650,650,650,650,650,650
POST,/rest/basket/57/checkout,9,0,430.0,513.3565374433399,232.4713120033266,879.045206005685,45.0,0.08011190915501909,0.0,430,570,650,740,880,880,880,880,880,880,880
POST,/rest/basket/58/checkout,3,0,710.0,691.6403669990056,378.08636999398004,982.2427360049915,45.0,0.026703969718339698,0.0,710,710,980,980,980,980,980,980,980,980,980
POST,/rest/basket/59/checkout,5,0,470.0,455.0049800018314,243.91132699383888,624.4381950091338,45.0,0.044506616197232826,0.0,470,480,480,620,620,620,620,620,620,620,620
POST,/rest/basket/6/checkout,3,0,690.0,681.2925843308525,486.19296999822836,870.1510169921676,45.0,0.026703969718339698,0.0,690,690,870,870,870,870,870,870,870,870,870
POST,/rest/basket/60/checkout,5,0,610.0,629.0659981983481,357.7226829947904,931.6433969943319,45.0,0.044506616197232826,0.0,610,760,760,930,930,930,930,930,930,930,930
POST,/rest/basket/61/checkout,9,0,390.0,390.43418377857756,210.31712599506136,510.8923030056758,45.0,0.08011190915501909,0.0,390,420,470,490,510,510,510,510,510,510,510
POST,/rest/basket/62/checkout,6,0,380.0,428.0695350001527,169.47484599950258,839.7823220002465,45.0,0.053407939436679396,0.0,400,400,420,420,840,840,840,840,840,840,840
POST,/rest/basket/63/checkout,6,0,500.0,539.3905735036242,134.75540099898353,979.4305770046776,45.0,0.053407939436679396,0.0,610,610,810,810,980,980,980,980,980,980,980
POST,/rest/basket/64/checkout,6,0,440.0,519.8734811662385,279.11953900184017,795.0425029994221,45.0,0.053407939436679396,0.0,480,480,720,720,800,800,800,800,800,800,800
POST,/rest/basket/65/checkout,4,0,380.0,426.66735149759916,80.94595999864396,807.4048429989489,45.0,0.035605292957786264,0.0,440,440,810,810,810,810,810,810,810,810,810
POST,/rest/basket/66/checkout,8,0,580.0,597.9659896274825,195.4757750063436,847.0841920061503,45.0,0.07121058591557253,0.0,590,650,840,840,850,850,850,850,850,850,850
POST,/rest/basket/67/checkout,7,0,470.0,495.6484617141541,37.81994400196709,1022.275246999925,45.0,0.06230926267612596,0.0,470,500,550,550,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/68/checkout,2,0,320.0,333.55757550452836,316.04673800757155,351.06841300148517,45.0,0.017802646478893132,0.0,350,350,350,350,350,350,350,350,350,350,350
POST,/rest/basket/69/checkout,6,0,580.0,556.6998171658876,223.03219798777718,773.7935930053936,45.0,0.053407939436679396,0.0,640,640,650,650,770,770,770,770,770,770,770
POST,/rest/basket/7/checkout,6,0,540.0,732.9873733300095,287.0504859893117,1280.452549995971,45.0,0.053407939436679396,0.0,870,870,1000,1000,1300,1300,1300,1300,1300,1300,1300
POST,/rest/basket/70/checkout,6,0,520.0,610.3465571698811,220.47351399669424,960.0626370083774,45.0,0.053407939436679396,0.0,690,690,760,760,960,960,960,960,960,960,960
POST,/rest/basket/71/checkout,9,0,470.0,545.8487421096329,142.48737499292474,991.349567004363,45.0,0.08011190915501909,0.0,470,680,690,720,990,990,990,990,990,990,990
POST,/rest/basket/72/checkout,4,0,640.0,705.6515157455578,458.4960409993073,964.2116320028435,45.0,0.035605292957786264,0.0,760,760,960,960,960,960,960,960,960,960,960
POST,/rest/basket/73/checkout,6,0,560.0,638.3678320028897,241.11374400672503,1058.41285000497,45.0,0.053407939436679396,0.0,660,660,890,890,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/74/checkout,5,0,400.0,455.36573359859176,206.58597999135964,893.3768020069692,45.0,0.044506616197232826,0.0,400,400,400,890,890,890,890,890,890,890,890
POST,/rest/basket/75/checkout,6,0,410.0,489.13033500139136,237.04120400361717,1031.8151050014421,45.0,0.053407939436679396,0.0,430,430,570,570,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/76/checkout,6,0,750.0,819.4264898338588,497.22696701064706,1179.6719939884497,45.0,0.053407939436679396,0.0,770,770,1100,1100,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/77/checkout,8,0,490.0,523.7112718750723,415.2349409996532,773.7976950011216,45.0,0.07121058591557253,0.0,510,570,570,570,770,770,770,770,770,770,770
POST,/rest/basket/78/checkout,5,0,650.0,723.1906130036805,592.2298220102675,1024.6364250051556,45.0,0.044506616197232826,0.0,650,710,710,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/79/checkout,6,0,630.0,688.5872516674377,483.2149910071166,1025.9463319962379,45.0,0.053407939436679396,0.0,710,710,750,750,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/8/checkout,6,0,750.0,766.1698320007417,531.1576100066304,1062.3183690040605,45.0,0.053407939436679396,0.0,790,790,820,820,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/80/checkout,9,0,630.0,597.3447071090858,246.0472319944529,1119.7318849881412,45.0,0.08011190915501909,0.0,630,640,700,800,1100,1100,1100,1100,1100,1100,1100
POST,/rest/basket/81/checkout,4,0,500.0,521.4278069979628,80.03141099470668,934.9028450087644,45.0,0.035605292957786264,0.0,580,580,930,930,930,930,930,930,930,930,930
POST,/rest/basket/82/checkout,5,0,720.0,720.0249147950672,538.8252659904538,995.8373039989965,45.0,0.044506616197232826,0.0,720,810,810,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/83/checkout,7,0,590.0,620.4479708602386,484.00451500492636,836.3063980068546,45.0,0.06230926267612596,0.0,590,630,700,700,840,840,840,840,840,840,840
POST,/rest/basket/84/checkout,4,0,370.0,431.89014774907264,193.0047819914762,595.821184993838,45.0,0.035605292957786264,0.0,570,570,600,600,600,600,600,600,600,600,600
POST,/rest/basket/85/checkout,4,0,600.0,688.8755397485511,421.4011130097788,996.7489330010721,45.0,0.035605292957786264,0.0,740,740,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/86/checkout,7,0,650.0,737.3423507150229,347.99366700462997,1206.6180760011775,45.0,0.06230926267612596,0.0,650,790,1200,1200,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/87/checkout,4,0,440.0,532.0287135036779,271.19437999499496,738.4735710074892,45.0,0.035605292957786264,0.0,670,670,740,740,740,740,740,740,740,740,740
POST,/rest/basket/88/checkout,5,0,580.0,587.4691982025979,410.34466899873223,716.3109380053356,45.0,0.044506616197232826,0.0,580,690,690,720,720,720,720,720,720,720,720
POST,/rest/basket/89/checkout,5,0,490.0,572.3517915990669,331.2163960072212,911.0019159998046,45.0,0.044506616197232826,0.0,490,650,650,910,910,910,910,910,910,910,910
POST,/rest/basket/9/checkout,6,0,590.0,693.9205208351874,501.45768000220414,1170.3777700022329,45.0,0.053407939436679396,0.0,620,620,710,710,1200,1200,1200,1200,1200,1200,1200
POST,/rest/basket/90/checkout,6,0,460.0,500.60097599877435,101.00080999836791,798.6263989878353,45.0,0.053407939436679396,0.0,540,540,720,720,800,800,800,800,800,800,800
POST,/rest/basket/91/checkout,3,0,400.0,422.00442200313165,311.51756799954455,555.7593980047386,45.0,0.026703969718339698,0.0,400,400,560,560,560,560,560,560,560,560,560
POST,/rest/basket/92/checkout,7,0,590.0,577.8840281397736,159.2304259975208,998.2038570014993,45.0,0.06230926267612596,0.0,590,620,780,780,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/93/checkout,6,0,660.0,666.0260616651309,375.69886598794255,865.9760519949486,45.0,0.053407939436679396,0.0,710,710,770,770,870,870,870,870,870,870,870
POST,/rest/basket/94/checkout,6,0,690.0,627.971548497347,281.1287619988434,787.2022579977056,45.0,0.053407939436679396,0.0,770,770,790,790,790,790,790,790,790,790,790
POST,/rest/basket/95/checkout,8,0,580.0,654.7327964999567,325.0765120028518,1029.14545800013,45.0,0.07121058591557253,0.0,660,730,860,860,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/96/checkout,4,0,420.0,470.1148822532559,418.65881299600005,569.7468980069971,45.0,0.035605292957786264,0.0,470,470,570,570,570,570,570,570,570,570,570
POST,/rest/basket/97/checkout,3,0,380.0,543.7234413305608,225.73927899065893,1027.6186170085566,45.0,0.026703969718339698,0.0,380,380,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/rest/basket/98/checkout,6,0,430.0,421.87564200139605,122.95046501094475,629.5366560079856,45.0,0.053407939436679396,0.0,470,470,620,620,630,630,630,630,630,630,630
POST,/rest/basket/99/checkout,5,0,490.0,625.7086039986461,438.02088100346737,1013.5198810021393,45.0,0.044506616197232826,0.0,490,700,700,1000,1000,1000,1000,1000,1000,1000,1000
GET,/rest/products/search?q=,1207,0,200.0,206.72982725747713,11.032061011064798,539.6154339978239,12895.0,10.743897150012005,0.0,200,240,270,280,330,370,430,460,530,540,540
POST,/rest/user/login,100,0,190.0,217.34092460086686,16.23544299218338,543.7124289892381,821.24,0.8901323239446566,0.0,190,310,350,370,410,460,530,540,540,540,540
,Aggregated,7220,1438,390.0,425.8782303618094,3.82153301325161,1398.2097930129385,2319.313573407202,64.26755378880421,12.800102818324161,390,500,580,630,760,870,1000,1100,1400,1400,1400
