Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1697937353,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1697937354,1,,Aggregated,0.000000,0.000000,75,75,75,75,75,75,75,75,75,75,75,1,0,74.88150100107305,74.88150100107305,74.88150100107305,74.88150100107305,313.0
1697937355,2,,Aggregated,0.000000,0.000000,27,27,32,32,75,75,75,75,75,75,75,6,0,26,33.33197866716849,15.518940999754705,74.88150100107305,4676.0
1697937356,3,,Aggregated,1.000000,0.000000,26,27,28,32,75,75,75,75,75,75,75,9,0,26,29.855273223397994,14.727221001521684,74.88150100107305,3186.5555555555557
1697937357,3,,Aggregated,1.500000,0.000000,26,27,28,28,32,75,75,75,75,75,75,14,0,24,26.781634429166193,14.727221001521684,74.88150100107305,3061.5714285714284
1697937358,3,,Aggregated,1.500000,0.000000,24,26,28,28,32,75,75,75,75,75,75,16,0,22,25.211159500486247,13.854415999958292,74.88150100107305,2698.375
1697937359,3,,Aggregated,2.500000,0.000000,25,27,28,28,40,41,75,75,75,75,75,22,0,24,26.08583522768723,13.854415999958292,74.88150100107305,2015.0454545454545
1697937360,3,,Aggregated,3.200000,0.000000,26,27,32,40,71,75,96,96,96,96,96,24,0,25,30.899241167086682,13.854415999958292,96.37979800027097,1850.875
1697937361,3,,Aggregated,3.166667,0.000000,26,28,32,40,71,75,96,96,96,96,96,25,0,26,31.121658400516026,13.854415999958292,96.37979800027097,2292.64
1697937362,3,,Aggregated,3.285714,0.000000,26,28,32,36,71,75,96,96,96,96,96,28,1,25,29.958224322139618,6.402282000635751,96.37979800027097,2516.4285714285716
1697937363,3,,Aggregated,3.000000,0.000000,25,27,29,32,41,75,96,96,96,96,96,31,1,25,28.985642968402846,6.402282000635751,96.37979800027097,2287.967741935484
1697937364,3,,Aggregated,2.888889,0.000000,24,27,28,32,41,75,96,96,96,96,96,33,2,24,28.076245697527405,6.402282000635751,96.37979800027097,2155.878787878788
1697937365,3,,Aggregated,3.000000,0.100000,24,27,29,33,53,75,96,96,96,96,96,37,3,24,28.255805487247386,6.402282000635751,96.37979800027097,2283.189189189189
1697937366,3,,Aggregated,3.100000,0.100000,24,27,32,36,53,75,96,96,96,96,96,39,3,24,28.43866794939505,6.402282000635751,96.37979800027097,2171.230769230769
1697937367,3,,Aggregated,3.200000,0.300000,23,27,29,33,48,71,96,96,96,96,96,43,3,23,27.657207140162978,6.402282000635751,96.37979800027097,2576.279069767442
1697937368,3,,Aggregated,3.000000,0.300000,23,26,28,33,48,71,96,96,96,96,96,45,4,23,26.87692088948097,5.528568995941896,96.37979800027097,2466.6
1697937369,3,,Aggregated,2.900000,0.300000,23,26,29,33,48,71,96,96,96,96,96,48,4,23,26.566979646607553,5.528568995941896,96.37979800027097,2322.8333333333335
1697937370,3,,Aggregated,2.800000,0.400000,23,27,32,34,49,71,75,96,96,96,96,51,4,23,27.311864098723447,5.528568995941896,96.37979800027097,2193.823529411765
1697937371,3,,Aggregated,2.700000,0.400000,23,27,32,34,49,71,75,96,96,96,96,52,4,23,27.241566269927155,5.528568995941896,96.37979800027097,2399.6153846153848
1697937372,3,,Aggregated,2.600000,0.400000,23,27,32,36,49,71,75,96,96,96,96,55,4,23,27.48517292784527,5.528568995941896,96.37979800027097,2279.2727272727275
1697937373,3,,Aggregated,2.700000,0.400000,23,27,30,34,49,71,75,96,96,96,96,57,4,23,27.116526351483916,5.528568995941896,96.37979800027097,2428.245614035088
