Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/Addresss/,6,0,41,44.27988966441868,34.67891099717235,69.24152799911099,235.5,0.22539366807384198,0.0,42,42,43,43,69,69,69,69,69,69,69
POST,/api/BasketItems/,36,3,18,19.517320971620695,5.426843999885023,40.28643399942666,246.44444444444446,1.3523620084430519,0.11269683403692099,19,21,22,24,26,40,40,40,40,40,40
POST,/api/Cards/,10,0,46,40.77003360071103,24.81412400084082,54.14384300092934,188.7,0.3756561134564033,0.0,46,47,47,53,54,54,54,54,54,54,54
POST,/api/Users/,3,0,38,47.27392633261237,25.812795000092592,77.63757400243776,313.0,0.11269683403692099,0.0,38,38,78,78,78,78,78,78,78,78,78
POST,/rest/basket/6/checkout,3,0,81,81.71398166693204,74.34925899724476,89.50917900074273,45.0,0.11269683403692099,0.0,81,81,90,90,90,90,90,90,90,90,90
POST,/rest/basket/8/checkout,1,0,88.45147499960149,88.45147499960149,88.45147499960149,88.45147499960149,45.0,0.03756561134564033,0.0,88,88,88,88,88,88,88,88,88,88,88
GET,/rest/products/search?q=,12,0,23,23.92484258355883,11.088569997809827,31.307884004490916,12895.0,0.45078733614768396,0.0,26,27,30,30,31,31,31,31,31,31,31
POST,/rest/user/login,3,0,23,25.60461766794712,21.051832001830917,32.47278000344522,820.0,0.11269683403692099,0.0,23,23,32,32,32,32,32,32,32,32,32
,Aggregated,74,3,24,29.936897188874994,5.426843999885023,89.50917900074273,2303.9324324324325,2.7798552395773846,0.11269683403692099,24,29,36,41,53,78,88,90,90,90,90
